Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Captain Construct IV Horn,#REF!,"A mean-looking, branching, blade-like horn.
Its edges and tips are extremely sharp. Attach
it to a weapon to vastly increase its attack
power.",-,-,-,-,TRUE,FALSE,35,36,27,35,35,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,30,120,-,Green,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,隊長ゴーレムの角(特等),"根元から二つに分かれた 刃物状の角
先端や突起は非常に斬れ味が鋭く
武器に付けると 攻撃力がすごく上がる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_193,EnemyBlade,14,470,309,176
Hinox Toenail,#REF!,"As tough as plate armor, this item increases
an arrow's attack power when attached to it.
Cook it with a critter to make an elixir.",-,-,Hinox Toenail,-,TRUE,FALSE,7,7,6,14,7,-,-,-,Make Anything Cut,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,01:20,10%,20,80,-,Brown,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ヒノックスの爪,"鎧の装甲のように分厚い爪
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,TreeCutter,ShieldBash]",Item_Enemy_32,EnemyBlade,14,465,-,177
Gleeok Flame Horn,#REF!,"A crown-like, fire-imbued horn of a Gleeok.
Attach it to a weapon to vastly increase its
attack power. Cook it with a critter to make
an elixir.",-,-,-,Fire,TRUE,FALSE,30,31,23,30,30,20,-,-,Fire Attack,Fire Burst,No Fire Cooldown,Warm,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,70,280,-,Crimson,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,グリオークの火炎角,"炎をまとったグリオークの 頭部にある冠状の角
刺激によって火を放ち 武器に付けると攻撃力が
すごく上がる 煎じれば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackFire,ChemicalExplosionFire,Warm,ChemicalFireInf]",Item_Enemy_153,EnemyBlade,14,460,315,178
Gleeok Frost Horn,#REF!,"A crown-like, frost-imbued horn of a Gleeok.
Attach it to a weapon to vastly increase its
attack power. Cook it with a critter to make
an elixir.",-,-,-,Ice,TRUE,FALSE,30,31,23,30,30,20,-,-,Ice Attack,Ice Burst,No Ice Cooldown,Cold,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,90,360,-,Navy,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,グリオークの氷雪角,"冷気を操るグリオークの冠状の角 凍えるほど
冷たい刃を備えており 武器に付けると攻撃力が
すごく上がる 虫と煮込んで薬の材料にもできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackIce,ChemicalExplosionIce,Cold,ChemicalIceInf]",Item_Enemy_154,EnemyBlade,14,455,316,179
Gleeok Thunder Horn,#REF!,"A crown-like, lightning-imbued horn of a
Gleeok. Attach it to a weapon to vastly
increase its attack power. Cook it with a
critter to make an elixir.",-,-,Gleeok Thunder Horn,Electric,TRUE,FALSE,30,31,23,30,30,20,-,-,Electric Attack,Electric Burst,No Electric Cooldown,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,150,600,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,グリオークの雷電角,"雷を帯びたグリオークの 頭部にある冠状の角
溜めた電気を放電する性質があり 武器に付けると
攻撃力がすごく上がる 煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackElectric,ChemicalExplosionElectric,ChemicalElectricInf]",Item_Enemy_155,EnemyBlade,14,450,317,180
Dinraal's Horn,#REF!,"A sharp horn of the red spirit, Dinraal. It is
said to be the crystallized power of fire itself.
Attach the blade-shaped horn to a weapon to
vastly increase attack power.",-,-,-,Fire,TRUE,FALSE,26,27,20,26,26,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,30:00,100%,300,1200,-,Crimson,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オルドラの角,"赤き精霊オルドラの鋭利な角
炎の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,CookLowPrice,CookSpice,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,ChemicalAttackFire,ChemicalExplosionFire,Warm,ShieldBash]",Item_Enemy_211,EnemyBlade,14,445,321,181
Naydra's Horn,#REF!,"A sharp horn of the blue spirit, Naydra. It is
said to be the crystallized power of ice itself.
Attach the blade-shaped horn to a weapon to
vastly increase attack power.",-,-,-,Ice,TRUE,FALSE,26,27,20,26,26,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,30:00,100%,300,1200,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ネルドラの角,"青き精霊ネルドラの鋭利な角
氷の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,CookLowPrice,CookSpice,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,ChemicalAttackIce,ChemicalExplosionIce,Cold,ShieldBash]",Item_Enemy_212,EnemyBlade,14,440,323,182
Farosh's Horn,#REF!,"A sharp horn of the golden spirit, Farosh. It is
said to be the crystallized power of electricity
itself. Attach the blade-shaped horn to a
weapon to vastly increase attack power.",-,-,Farosh's Horn,Electric,TRUE,FALSE,26,27,20,26,26,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,30:00,100%,300,1200,-,Light Yellow,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,フロドラの角,"黄金の精霊フロドラの鋭利な角
雷の力が結晶化して 角になったと言われている
刃物状で 武器に付けると攻撃力がすごく上がる",FALSE,CookLowPrice,CookSpice,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash]",Item_Enemy_213,EnemyBlade,14,435,325,183
Light Dragon's Horn,#REF!,"A horn chipped off the Light Dragon. Its
gentle glow has a calming effect, and it has a
mysterious healing power when attached to
a weapon.",-,-,-,-,TRUE,FALSE,20,21,16,20,20,-,-,-,Attacks Heal,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,30:00,100%,300,1200,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白龍の角,"白龍から欠け落ちた 角
優しく光っていて 見ていると気持ちが落ち着く
武器に付けると 使用者を癒す不思議な性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,LifeHeal]",Item_Enemy_214,EnemyBlade,14,430,327,184
Like Like Stone,#REF!,"A strange round stone from a Like Like,
made of crystallized inner fluids. It's a good
ingredient for elixirs.",-,-,-,-,TRUE,FALSE,4,4,4,4,4,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,15,60,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ライクライクの胃石,"ライクライクの中から出てきた奇妙な丸石
体液が 結晶化してできた石で 
その成分は 薬の材料になる事が知られている",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash]",Item_Enemy_181,EnemyHammer,15,300,265,185
Fire Like Stone,#REF!,"A stomach stone that persists even at high
temperatures. It retains heat even outside the
body of the creature that contained it, which
makes it a useful elixir ingredient.",-,-,-,Fire,TRUE,FALSE,12,12,10,12,12,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,25,100,-,Red,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ファイアライクの胃石,"長くその高温の体内で 温められ続けた石
体外に取り出した後も 常に熱を帯びており
その効能は 薬の材料としても重宝する",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ChemicalAttackFire,Warm,ShieldBash,ChemicalExplosionFire]",Item_Enemy_182,EnemyHammer,15,300,266,186
Ice Like Stone,#REF!,"A stomach stone kept cold inside a very low-
temperature body. It stays cold, even outside
the body of the creature that contained it.
Cook it with a critter to make an elixir.",-,-,-,Ice,TRUE,FALSE,12,12,10,12,12,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,25,100,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,アイスライクの胃石,"非常に低温の体内で冷やされ続けた石
体外に取り出した後も 氷のように冷たい
虫と煮込んで 薬の材料にする事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash,ChemicalAttackIce,Cold,ChemicalExplosionIce]",Item_Enemy_184,EnemyHammer,15,290,267,187
Shock Like Stone,#REF!,"A stomach stone exposed to high voltage
inside the body of a Shock Like. It maintains
some charge even outside the creature. Cook
it with a critter to make an elixir.",-,-,-,Electric,TRUE,FALSE,12,12,10,12,12,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,25,100,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,エレキライクの胃石,"エレキライクの体内で高電圧に晒され続けた石
体外に取り出した後も わずかに帯電している
虫と煮込むと 薬の材料としても使う事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash,ChemicalAttackElectric,ChemicalExplosionElectric]",Item_Enemy_183,EnemyHammer,15,285,268,188
Moblin Horn,#REF!,"A hard horn that resulted from a skull
mutation. Attach it to a weapon to increase
its attack power, or cook it with a critter to
make an elixir.",-,-,Moblin Horn,-,TRUE,FALSE,6,6,5,6,6,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,5,20,-,Light Yellow,0,9,Blue Moblin Horn,1466,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モリブリンの角,"頭部の骨が変形してできた 硬い角
武器に付けると攻撃力が上がる
また 虫と煮込む事で薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeapon]",Item_Enemy_89,EnemyHammer,15,280,279,189
Blue Moblin Horn,#REF!,"A large, curved horn with two extremely hard
tips. Attach it to a weapon to moderately
increase its attack power, or cook it with a
critter to make an elixir.",-,-,Blue Moblin Horn,-,TRUE,FALSE,13,13,10,13,13,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,9,36,-,Brown,0,15,Black Moblin Horn,2533,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青モリブリンの角,"左右に大きく分かれ湾曲した角 先端が最も硬く
武器に付けると攻撃力がそこそこ上がる
煎じて虫と煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv2,UnlikeHammer]",Item_Enemy_90,EnemyHammer,15,275,280,190
Black Moblin Horn,#REF!,"A hefty horn with multiple tough barbs. 
Attach it to a weapon to greatly increase its
attack power, or cook it with a critter to make
an elixir.",-,-,Black Moblin Horn,-,TRUE,FALSE,24,25,19,24,24,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Yellow,0,15,Silver Moblin Horn,4133,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒モリブリンの角,"岩のように硬い突起が複数生えた角
重量があり 武器に付けると攻撃力がかなり上がる
煎じて虫と煮込めば 薬の材料としても使える",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3]",Item_Enemy_91,EnemyHammer,15,270,281,191
Silver Moblin Horn,#REF!,"A nasty-looking, rock-hard horn. Attach it to
a weapon to vastly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,33,34,25,33,33,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,30,120,-,White,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀モリブリンの角,"らせん状にねじれた禍々しい角 岩以上の
硬さを誇り 武器に付けると攻撃力がすごく上がる
虫と一緒に煮込んで 薬の材料とする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3]",Item_Enemy_92,EnemyHammer,15,265,282,192
Horriblin Horn,#REF!,"An elongated hammer-shaped horn with a
hard, flat front. Attach to a weapon to
increase attack power, or cook it with a critter
to make an elixir.",-,-,-,-,TRUE,FALSE,5,5,4,5,5,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,4,16,-,Light Yellow,0,15,Blue Horriblin Horn,1333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ホラブリンの角,"前後に伸びたハンマー状の角 前面が最も硬く
武器に付けると攻撃力が上がる
虫と一緒に煮込めば 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShatterWeapon,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash]",Item_Enemy_100,EnemyHammer,15,260,290,193
Blue Horriblin Horn,#REF!,"A hammer-shaped horn with spiky bumps.
Attach it to a weapon to moderately increase
its attack power, or cook it with a critter to
make an elixir.",-,-,-,-,TRUE,FALSE,11,11,9,11,11,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,9,36,-,Gray,0,15,Black Horriblin Horn,2266,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青ホラブリンの角,"成長してトゲが生えたハンマー状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShatterWeaponLv2,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash]",Item_Enemy_101,EnemyHammer,15,255,291,194
Black Horriblin Horn,#REF!,"This large, heavy horn has slowly grown into
its present hammer-like shape. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,22,23,17,22,22,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Brown,0,15,Silver Horriblin Horn,3866,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒ホラブリンの角,"時間をかけて大きく重く育った ハンマー状の角
武器に付けると攻撃力がかなり上がる
虫と一緒に煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShatterWeaponLv3,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash]",Item_Enemy_102,EnemyHammer,15,250,292,195
Silver Horriblin Horn,#REF!,"A curved horn with an extremely hard tip.
Attach it to a weapon to vastly increase its
attack power, or cook it with a critter to
make an elixir.",-,-,-,-,TRUE,FALSE,32,33,25,32,32,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,30,120,-,Purple,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀ホラブリンの角,"先端が非常に硬い 前後に湾曲した形状の角
武器に付けると攻撃力がすごく上がる
煎じて虫と煮込めば 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3,UnlikeHammer]",Item_Enemy_103,EnemyHammer,15,245,293,196
Lynel Hoof,#REF!,"This rare ingredient can be obtained only from
a Lynel. It's very heavy and can be brewed
with a critter for an elixir. Attached to an
arrow, it increases the arrow's attack power.",-,-,-,-,TRUE,FALSE,10,10,8,20,10,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,50,200,-,Black,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ライネルのひづめ,"ライネルの足からのみ獲る事ができる 珍しい素材
ずっしりと重く 矢じりとしての攻撃力が高い
また 虫と煮込んで薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash]",Item_Enemy_13,EnemyHammer,15,240,-,197
Lynel Mace Horn,#REF!,"A hard, curved Lynel horn. It isn't fully grown,
but it can be attached to a weapon to
increase its attack power, or cooked with a
critter to make an elixir.",-,-,Lynel Mace Horn,-,TRUE,FALSE,18,18,14,18,18,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,40,160,-,Brown,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ライネルの砕角,"ライネルの双角の片方 爪のように生えた突起は
かなりの硬さで 武器に付けると攻撃力が上がり
虫と煮込めば薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash,UnlikeHammer]",Item_Enemy_215,EnemyHammer,15,235,295,198
Blue-Maned Lynel Mace Horn,#REF!,"Its ends are split apart, but this horn from
a Blue-Maned Lynel is solid. Attach it to a
weapon to moderately increase its attack
power, or brew it into an elixir.",-,-,-,-,TRUE,FALSE,29,30,22,29,29,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,70,280,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青髪ライネルの砕角,"青髪のライネルの双角の片方 枝分かれした先端は
岩のような硬さで 武器に付けると攻撃力が
そこそこ上がる また 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv2,UnlikeHammer]",Item_Enemy_216,EnemyHammer,15,230,297,199
White-Maned Lynel Mace Horn,#REF!,"The claw-like ends of this White-Maned Lynel
horn are all extremely hard. Attach to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,40,42,31,40,40,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,90,360,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白髪ライネルの砕角,"白髪のライネルの双角の片方 爪のような形状の
先端部分は非常に硬く 武器に付けると攻撃力が
かなり上がる 虫と一緒に煮込めば薬にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3,UnlikeHammer]",Item_Enemy_217,EnemyHammer,15,225,299,200
Silver Lynel Mace Horn,#REF!,"This wickedly barbed Silver Lynel horn is as
hard as a diamond. Attach to a weapon to
vastly increase its attack power. It's also a
precious elixir ingredient.",-,-,-,-,TRUE,FALSE,51,53,39,51,51,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,150,600,-,Black,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀ライネルの砕角,"白銀のライネルの双角の片方 ダイヤモンド並の
硬度を誇り 武器に付けると攻撃力がすごく上がる
薬の材料としても非常に貴重",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3,UnlikeHammer]",Item_Enemy_218,EnemyHammer,15,220,301,201
Hinox Horn,#REF!,"A horn wrapped in spiked wood. Attach it to
a weapon to increase attack power, or cook
it with a critter to make an elixir.",-,-,Hinox Horn,-,TRUE,FALSE,12,12,10,12,12,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ヒノックスの角,"周囲を トゲ付き板で覆った角
武器に付けると攻撃力が上がる
角本体を 虫と煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash]",Item_Enemy_142,EnemyHammer,15,215,310,202
Blue Hinox Horn,#REF!,"This mean-looking horn is wrapped in hard
chains. Attach it to a weapon to moderately
increase attack power, or cook it with a
critter to make an elixir.",-,-,Blue Hinox Horn,-,TRUE,FALSE,19,20,15,19,19,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,35,140,-,Black,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青ヒノックスの角,"硬い鎖を巻き付けた 禍々しい角
武器に付けると 攻撃力がそこそこ上がり
また 虫と煮込んで 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeaponLv2,ShieldBash]",Item_Enemy_143,EnemyHammer,15,210,311,203
Black Hinox Horn,#REF!,"A horn wrapped in dangerous debris. It's easy
to work with and greatly increases the attack
power of a weapon when attached. Cook it
with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,27,28,21,27,27,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,60,240,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒ヒノックスの角,"潰した廃材を硬く巻き付けた角 武器に付けた時
振り回しやすい形状で 攻撃力がかなり上がる
また 虫と煮込めば 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3]",Item_Enemy_144,EnemyHammer,15,205,312,204
Stalnox Horn,#REF!,"The impaled skulls should serve as a warning.
But if you do obtain one, attach it to a
weapon to vastly increase its attack power, or
cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,29,30,22,29,29,-,-,-,Bone,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,スタルヒノックスの角,"不気味な骨が突き刺さった トゲトゲが痛そうな角
武器に付けると攻撃力がすごく上がる
虫と煮込んで 薬の材料に使う事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShatterWeaponLv3,UnlikeHammer,Bone]",Item_Enemy_208,EnemyHammer,15,200,313,205
Molduga Jaw,#REF!,"A hard jawbone. Its shape allows a Molduga
some maneuverability in the sand. Attach it to
a weapon to greatly increase its attack power.
Cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,32,33,25,32,32,-,-,-,Bone,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,30,120,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モルドラジークのアゴ骨,"砂をかき分けて進む際 役に立つ大きく堅牢な骨
非常に硬く武器に付けると攻撃力が かなり上がり
煎じて虫と煮込めば薬にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeaponLv3,ShieldBash,Bone]",Item_Enemy_210,EnemyHammer,15,195,314,206
Frox Fang,#REF!,"A giant, ore-crunching Frox fang. Attach it to
a weapon to moderately increase its attack
power, or cook it with a critter to make an
elixir.",-,-,-,-,TRUE,FALSE,14,14,11,14,14,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,40,160,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,デグガーマの大牙,"鉱石を削るために用いる 巨大な牙
武器に付けると攻撃力がそこそこ上がる 
虫と煮込む事で 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeapon,ShieldBash]",Item_Enemy_186,EnemyHammer,15,190,318,207
